Employer,JobTitle,Wage,City,State
"AUDEMARS PIGUET (NORTH AMERICA), INC.","ADVERTISING MANAGER FOR SOUTH AMERICA",177000,"NEW YORK",NY
"CORNING INCORPORATED","PRODUCT MANAGER",120000,TEWKSBURY,MA
"INFORMATION MANAGEMENT CONSULTANTS, INC.","ACCOUNT EXECUTIVE/ BUSINESS DEVELOPMENT MANAGER",100000,RESTON,VA
"GENENTECH USA","SENIOR EMARKETING MANAGER",137909,"SOUTH SAN FRANCISCO",CA
"ANTHEM MARKETING, LLC","MANAGER, ANALYTICS",100000,CHICAGO,IL
"FLEX NUTRITION INTERNATIONAL, INC","MARKETING DEVELOPMENT MANAGER",71531,DORAL,FL
"IMPETUS TECHNOLOGIES, INC.","SR. MARKETING AND BUSINESS DEVELOPMENT MANAGER",165000,"SAN JOSE",CA
"SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC","MARKETING MANAGER",74714,HOUSTON,TX
"CUMMINS INC.","DIRECTOR - POWER SYSTEMS AND GLOBAL MARKETING",121000,SHOREVIEW,MN
"KEYSTONE TILE, INC.","MARKETING MANAGER",74714,HOUSTON,TX
"QAIGEN, INC.","MARKETING MANAGER, AMERICAS",90636,GERMANTOWN,MD
"DROGA5, LLC","UX DIRECTOR",190000,"NEW YORK",NY
"AMAZON CORPORATE LLC","SENIOR PRODUCT MANAGER",130000,SEATTLE,WA
"NEWQUEST USA INC.","DIRECTOR OF U.S. OPERATIONS",60000,PHILADELPHIA,PA
"THE SAN JOSE GROUP CO.","MARKETING MANAGER",64500,CHICAGO,IL
"USAA FEDERAL SAVINGS BANK","HEAD OF PRODUCT MANAGEMENT, CREDIT CARDS",185000,"SAN ANTONIO",TX
"LIVEOPS, INC.","TECHNICAL PRODUCT MANAGER",115000,"REDWOOD CITY",CA
"LOYAL3 HOLDINGS, INC.","SENIOR MANAGER, MARKETING",125000,"SAN FRANCISCO",CA
"LOYAL3 HOLDINGS, INC.","SENIOR MANAGER, MARKETING",125000,"SAN FRANCISCO",CA
"IDEX SERVICE CORP INC.","DIRECTOR, LATIN AMERICA BUSINESS DEVELOPMENT",150000,"LAKE FOREST",IL
"SALESFORCE.COM, INC.","VICE PRESIDENT OF MARKETING",125000,"SAN FRANCISCO",CA
"CHOPARD MARKETING SERVICES, INC.","SALES AND MARKETING MANAGER",130000,"CORAL GABLES",FL
"NETAPP, INC.","PRODUCT MANAGER",100000,WALTHAM,MA
"RECKITT BENCKISER LLC","BRAND MANAGER",115000,PARSIPPANY,NJ
"CITRIX SYSTEMS, INC.","SEARCH MARKETING MANAGER",107370,"MOUNTAIN VIEW",CA
"INTERACTIVE DATA","PRODUCT MANAGER",118000,HAYWARD,CA
"FLUKE ELECTRONICS CORPORATION","GENERAL MANAGER",165755,EVERETT,WA
"VISA U.S.A. INC.","MARKETING MANAGER",109700,"FOSTER CITY",CA
"AUTODESK, INC.","SR. BUSINESS MANAGER",113526.4,"SAN FRANCISCO",CA
"GOLD & LEVY, INC.","VICE PRESIDENT OF MARKETING DEVELOPMENT",100000,LINCOLNWOOD,IL
"TDC FILTER","PRODUCT MANAGER, PLEATED PRODUCTS - THE AMERICAS",87250,BOLINGBROOK,IL
"CUMMINS FILTRATION, INC.","PRODUCT MANAGER",85800,NASHVILLE,TN
"INFOGROUP INC.","SR. ACCOUNT DIRECTOR",142154,"SAN FRANCISCO",CA
"EBAY INC.","DIRECTOR, MARKETING STRATEGY & PLANNING",190000,"SAN JOSE",CA
"NALCO COMPANY","WASTEWATER INNOVATION PROJECT MANAGER",102933,NAPERVILLE,IL
"COOK MEDICAL INCORPORATED","SALES AND MARKET MANAGER",72000,BLOOMINGTON,IN
"MEDICAL BROADCASTING, LLC.","MARKETING MANAGER",101130,"NEW YORK",NY
"DROPTHOUGHT, INC.","CHIEF EXECUTIVE OFFICER",134285,"SANTA CLARA",CA
"CITRIX SYSTEMS, INC.","SEARCH MARKETING MANAGER",107370,"MOUNTAIN VIEW",CA
"CRISIL IREVNA US LLC","BUSINESS DEVELOPMENT MANAGER",102000,"NEW YORK",NY
"CUMMINS INC.","HIGH HORSEPOWER MARKET STRATEGY & TERRITORY DEVELO",102000,COLUMBUS,IN
"AGILIS INTERNATIONAL, INC.","DIRECTOR OF PRODUCT MANAGEMENT",160000,ROCKVILLE,MD
"VMWARE, INC.","GROUP PRODUCT MANAGER",162400,"PALO ALTO",CA
"SAKS FIFTH AVENUE","DIRECTOR MARKETING, CRM STRATEGY",130000,"NEW YORK",NY
"MICRON SEMICONDUCTOR PRODUCTS, INC.","SEGMENT LEAD PERSONAL COMPUTING",147000.36,BOISE,ID
"PORT OF SEATTLE","SR. INTERNATIONAL BUSINESS PROTOCOL MANAGER",154170,SEATTLE,WA
"FROST & SULLIVAN","RESEARCH MANAGER (MEASUREMENT&INSTRUMENTATION)",75000,"SAN ANTONIO",TX
"PACK LINE CORP.","MARKETING MANGER/RESEARCH ANALYST",180000,"NEW YORK",NY
"AAREN SCIENTIFIC, INC.","MARKETING MANAGER FOR LATIN AMERICAN MARKETS",120000,"SUNNY ISLES BEACH",FL
"APTINA LLC","SR. SEGMENT MARKETING MANAGER",134285,"SAN JOSE",CA
"PIONEER NATURAL RESOURCES USA, INC.","ANALYST, SCHEDULING",77293,IRVING,TX
"HAWAII PACIFIC UNIVERSITY","ASSOCIATE DIRECTOR, INTERNATIONAL ADMISSIONS",55910,HONOLULU,HI
"NETSUITE INC.","CORPORATE ACCOUNT EXECUTIVE",115000,"NEW YORK",NY
"TECTRAN MFG INC.","MANAGEMENT CONSULTANT",144000,BUFFALO,NY
"NATURE TRADE, LLC","MANAGER OF MARKETING AND BUSINESS DEVELOPMENT",65000,NAPLES,FL
"THE DOW CHEMICAL COMPANY","MARKETING MANAGER",125760,PHILADELPHIA,PA
"R.L. ALBERT & SON, INC.","GLOBAL MARKETING MANAGER",170000,STAMFORD,CT
"HSBC BANK USA, N.A.","CONSULTANT RELATIONSHIP MANAGER",130000,"NEW YORK",NY
"BRAND PROGRAMMING NETWORK, LLC","SENIOR VP, GLOBAL MARKETING & BUSINESS DEVELOPMENE",190000,"NEW YORK",NY
"XILINX, INC.","PRODUCT MARKETING MANAGER",107500,"SAN JOSE",CA
"ENERGIZER PERSONAL CARE, LLC","SR. MANAGER, NEW PRODUCT DEVELOPMENT, R&D",140000,ALLENDALE,NJ
"AECOM TECHNICAL SERVICES, INC.","ASSOCIATE DIRECTOR",162261,"LOS ANGELES",CA
"GMR MARKETING LLC","INTERNATIONAL CLIENT MANAGEMENT DIRECTOR",101130,"NEW YORK",NY
"VCARVE INC","BUSINESS DEVELOPMENT MANAGER",85000,DAYTON,OH
"HCL AMERICA, INC.","BUSINESS DEVELOPMENT MANAGER",95826,BEDMINSTER,NJ
"MICROSOFT CORPORATION","MARKETING COMMUNICATIONS MANAGER - A&O",93567,BELLEVUE,WA
"CAPITAL ONE, NATIONAL ASSOCIATION","SENIOR MANAGER, PRODUCT MANAGEMENT",91200,SEATTLE,WA
"IMS HEALTH INCORPORATED","DIRECTOR, OFFERING MANAGEMENT",130000,"PLYMOUTH MEETING",PA
"GERBER PRODUCTS COMPANY","PRODUCT MANAGER",121400,"FLORHAM PARK",NJ
"130 WEST 44TH HOTEL ASSOCIATES LLC.","DIRECTOR OF SALES AND MARKETING",130000,"NEW YORK",NY
"MICROSOFT CORPORATION","SENIOR PRODUCT MARKETING MANAGER",119000,REDMOND,WA
"GERBER SCIENTIFIC INTERNATIONAL, INC.","MARKET/PRODUCT MANAGER",107500,TOLLAND,CT
"FORTYTWO INC.","CHIEF MARKETING OFFICER",180000,"MOUNTAIN VIEW",CA
"BIRLASOFT INC","SR MANAGER BUSINESS RELATIONS",105000,EDISON,NJ
"RITE AID CORP.","SENIOR DIRECTOR CUSTOMER RELATIONSHIP MARKETING",175000,"CAMP HILL",PA
"HCL AMERICA, INC.","MARKETING MANAGERS",82347,IRVINE,CA
"SAKS FIFTH AVENUE","BRAND DIRECTOR - OFF 5TH PRIVATE BRANDS",115000,"NEW YORK",NY
"WUNDERMAN WORLDWIDE LLC","SVP DIRECTOR OF GLOBAL ADVERTISING",275000,SEATTLE,WA
"INFO RETAIL INC.","ACCOUNT PLANNER/ACCOUNT MANAGER",116000,ATLANTA,GA
"ABERDEEN ASSET MANAGEMENT INC.","EVENTS AND SPONSORSHIP MANAGER",109970,PHILADELPHIA,PA
"BARCO, INC.","PRODUCT MANAGER, NEW CINEMA TECHNOLOGIES",83600,"RANCHO CARDOVO",CA
"EUROCONSULTANTS, INC.","BRAND MANAGER",101130,WASHINGTON,DC
"SEED STRATEGY, INC","SR. VICE PRESIDENT, DIRECTOR OF INNOVATION",85000,"CRESTVIEW HILLS",KY
"MICROSOFT CORPORATION","PRODUCT MARKETING MANAGER",131000,"PALO ALTO",CA
"NUPLEX RESINS LLC","STRATEGY & PLANNING MANAGER-AMERICAS",133869,LOUISVILLE,KY
"BRANCHOUT, INC.","DIRECTOR OF PRODUCT MANAGEMENT",145000,"SAN FRANCISCO",CA
"SEARS AUTHORIZED HOMETOWN STORES, LLC","FIELD MANAGER, INTEGRATED RETAIL",130000,"HOFFMAN ESTATES",IL
"ACTIVISION PUBLISHING, INC.","DIRECTOR, DIGITAL OPERATIONS",161200,"SANTA MONICA",CA
"SAINT-GOBAIN SOLAR GARD, LLC","PRODUCT MARKETING MANAGER, AUTOMOTIVE",87640,"SAN DIEGO",CA
"SCREEN2CRUSH, INC.","MARKETING MANAGER",87000,HUNTINGTON,NY
"CHEGG, INC.","MANAGER OF MARKETING ANALYTICS",150000,"SANTA CLARA",CA
"FIRST DATA CORPORATION","VICE PRESIDENT, MARKETING",220000,ATLANTA,GA
"TEXAS INSTRUMENTS INCORPORATED","PRODUCT MARKETING MANAGER",87550.08,DALLAS,TX
"SYNTEL INC","BUSINESS DEVELOPMENT MANAGER",101130,"NEW YORK",NY
"CONCUR TECHNOLOGIES INC.","VICE PRESIDENT, MARKETING",210000,REDMOND,WA
"HOLOMIC, LLC","DIRECTOR OF PRODUCT MARKETING",75000,"LOS ANGELES",CA
"LORÉAL USA, INC.","DIRECTOR OF MARKETING",101130,"NEW YORK",NY
"MPHASIS CORPORATION","BUSINESS DEVELOPMENT MANAGER",60000,MEMPHIS,TN
"MEMC ELECTRONIC MATERIALS, INC.","PRODUCT MARKETING MANAGER",126500,BELMONT,CA
"YODLE, INC.","VICE PRESIDENT OF PRODUCT DEVELOPMENT-LOCAL BUSINE",200000,"NEW YORK",NY
"LAYER 7 TECHNOLOGIES, INC.","DIRECTOR OF PRODUCT MARKETING- INDUSTRY SOLUTIONS",135000,WASHINGTON,DC
"AR NEW YORK","MARKETING COMMUNICATIONS DIRECTOR",150000,"NEW YORK",NY
"NATURAL PRODUCT HOLDINGS, LLC","PRODUCT DEVELOPMENT MANAGER",50920,KANEOHE,HI
"EVALUESERVE, INC.","DIRECTOR, LIFE SCIENCES & HEALTHCARE",105000,PLAINSBORO,NJ
"CUMMINS INC.","DIRECTOR, MIDRANGE STRATEGY AND PLANNING",121000,COLUMBUS,IN
"TOTAL MANAGEMENT US LLC","VICE PRESIDENT, BUSINESS GLOBAL DEVELOPMENT",135000,"NEW YORK",NY
"EMCORE CORPORATION","PRODUCT MARKETING DIRECTOR",137932.08,ALHAMBRA,CA
"LOCCIONI USA, INC.","MARKETING MANAGER",93000,"COLLEGE PARK",MD
"POWDR-COPPER MOUNTAIN, LLC","MARKETING MANAGER",55162,"COPPER MOUNTAIN",CO
"SONY MUSIC ENTERTAINMENT","EVP, GLOBAL BUSINESS DEVELOPMENT & DIGITAL STRATEG",475000,"NEW YORK",NY
"LUCIA'S OAKS, LLP","BUSINESS DEVELOPMENT SPECIALIST",80000,SPRING,TX
"CLEAR LIGHT INC","MARKETING BRAND MANAGER",102000,"NEW YORK",NY
"GE HEALTHCARE BIO-SCIENCES CORP.","GLOBAL PRODUCT MARKETING LEADER",120000,PISCATAWAY,NJ
"AMAZON CORPORATE LLC","MANAGER III, RETAIL VENDOR MANAGEMENT",127700,SEATTLE,MA
"ABERDEEN ASSET MANAGEMENT INC.","EVENTS AND SPONSORSHIP MANAGER, LONDON",140587,PHILADELPHIA,PA
"SAMSUNG TELECOMMUNICATIONS AMERICA, LLC","SENIOR PRODUCT PLANNING MANAGER",142000,RICHARDSON,TX
"DIRECTV LLC","SENIOR MANAGER, INTERNATIONAL MARKETING",103459,"EL SEGUNDO",CA
"RICHEMONT NORTH AMERICA, INC.","MANAGER, EXTERNAL BOUTIQUES",92000,"NEW YORK",NY
"WHIRLPOOL CORPORATION","MERCHANDISING SENIOR MANAGER",115000,"BENTON HARBOR",MI
"EXACTTARGET, INC.","MARKETING MANAGER (GLOBAL MARKETING OPERATIONS)",90000,BELLEVUE,WA
"LIBERTY CABLEVISION OF PUERTO RICO, LLC  F/K/A SAN","PRODUCT STRATEGY DIRECTOR (MARKETING MANAGER)",125000,"SAN JUAN",PR
"ARMSTRONG UTILITIES, INC.","DIRECTOR OF CABLE MARKETING",97466.98,BUTLER,PA
"COMCAST CABLE COMMUNICATIONS, LLC","SENIOR MANAGER, PRODUCT DEVELOPMENT AND MANAGEMENT",85300,PHILADELPHIA,PA
"FIRMENICH, INC.","ASSOCIATE FRAGRANCE DEVELOPMENT MANAGER",66593.76,"NEW YORK",NY
"PURPOSE CAMPAIGNS LLC","SENIOR STRATEGIST",108000,"NEW YORK",NY
"RENMATIX, INC.","MARKETING STRATEGIST",100000,"KING OF PRUSSIA",PA
"DIANE VON FURSTENBERG STUDIO L.P.","SENIOR DIRECTOR OF DIGITAL, SOCIAL AND MOBILE MEDI",170000,"NEW YORK",NY
"LIBERTY HARDWARE MANUFACTURING CORPORATION","MARKETING DIRECTOR",114000,WINSTON-SALEM,NC
"STINSON PARTNERS, INC.","ACCOUNT DIRECTOR SEARCH MARKETING",121098,IRVINGTON,NY
"ALERIS ROLLED PRODUCTS, INC.","DIRECTOR OF MARKETING",129810,BEACHWOOD,OH
"ALERIS ROLLED PRODUCTS, INC.","DIRECTOR OF MARKETING",129810,BEACHWOOD,OH
"SAMSUNG TELECOMMUNICATIONS AMERICA, LLC","SENIOR MANAGER OF CONTENT AND SERVICES",120000,RICHARDSON,TX
"ORACLE AMERICA, INC.","PRODUCT MANAGEMENT/STRATEGY DIRECTOR-PRODDEV",171000,"REDWOOD SHORES",CA
"4INFO, INC.","DIRECTOR-PRODUCT MANAGEMENT",162500,"SAN MATEO",CA
"AMAZON CORPORATE LLC","SENIOR VENDOR MANAGER",120000,SEATTLE,WA
"MPHASIS LIMITED","BUSINESS DEVELOPMENT MANAGER",107370,"SANTA CLARA",CA
"LA WEIGHT LOSS LLC","DIRECTOR, BUSINESS DEVELOPMENT",120075,GREENSBORO,NC
"CARLSON WAGONLIT TRAVEL","MANAGER, STRATEGIC PRODUCT MARKETING TRAVELER SERV",85000,MINNETONKA,MN
"NATERA, INC. (F/K/A GENE SECURITY NETWORK, INC.)","MANAGER, CHANNEL STRATEGY AND OPERATIONS",110000,"SAN CARLOS",CA
"VENTANA MEDICAL SYSTEMS, INC.","MARKETING MANAGER - LDP",122400,TUCSON,AZ
"GN NORTHERN INC.","BUSINESS DEVELOPMENT MANAGER",86050,YAKIMA,WA
"TEKTRONIX, INC.","MANAGER III, BUSINESS DEVELOPMENT",130000,BEAVERTON,OR
"AGASTI, LLC","BUSINESS DEVELOPMENT MANAGER",75000,BALTIMORE,MD
"BECTON, DICKINSON AND COMPANY","ASSOCIATE DIRECTOR GLOBAL BRAND/PROJECT MGMT PEN N",155000,"FRANKLIN LAKES",NJ
"ARIZONA MAIL ORDER COMPANY, INC.","MANAGER, PLANNING AND ANALYSIS",79726,TUCSON,AZ
"THE TEACHING COMPANY SALES LLC","DIRECTOR, MARKETING ANALYTICS",100000,CHANTILLY,VA
"STINSON PARTNERS, INC.","ACCOUNT DIRECTOR SEARCH MARKETING",121098,IRVINGTON,NY
"OLDCASTLE INC.","MARKETING DIRECTOR",100000,ATLANTA,GA
"CQS (US) LLC","MARKETING VP, AMERICAS",150000,"NEW YORK",NY
"SAP AMERICA, INC.","GLOBAL ACCOUNT EXECUTIVE",125000,IRVINE,CA
"CISCO SYSTEMS, INC.","BUSINESS DEVELOPMENT MANAGER",134285,"SAN JOSE",CA
"GENESI USA, INC.","VICE PRESIDENT - LATIN AMERICA",127670,"SAN ANTONIO",TX
"WORLD'S GOLD & DIAMONDS, INC.","MARKETING MANAGER",74714,HOUSTON,TX
"TRAIL BLAZERS INC.","VICE PRESIDENT, BUSINESS OPERATIONS & ANALYTICS",140000,PORTLAND,OR
"CHARTER COMMUNICATIONS","SENIOR DIRECTOR, CORPORATE PLANNING",248500,STAMFORD,CT
"LOCU, INC.","DIRECTOR OF ACQUISITION & PARTNER MARKETING",140000,"SAN FRANCISCO",CA
"PRIME PACK, LLC.","MARKETING DIRECTOR (PHARMACY)",95826,PISCATAWAY,NJ
"ALERIS ROLLED PRODUCTS, INC.","DIRECTOR OF MARKETING",129810,BEACHWOOD,OH
"23ANDME, INC.","SENIOR MARKETING MANAGER",140000,"MOUNTAIN VIEW",CA
"VISA U.S.A. INC.","BUSINESS LEADER",137600,"FOSTER CITY",CA
"RAINSTOR, INC.","DIRECTOR OF PRODUCT MARKETING",155000,"SAN FRANCISCO",CA
"MEDALLIA, INC.","PRODUCT MARKETING MANAGER",134285,"PALO ALTO",CA
"COLUMBIA UNIVERSITY","SENIOR DIRECTOR",130089,"NEW YORK",NY
"WESTERN UNION LLC","DIRECTOR REGIONAL MARKETING",112730,ENGLEWOOD,CO
"GRAFTECH INTERNATIONAL HOLDINGS INC.","MARKETING MANAGER",110148,PARMA,OH
"GLEMSER TECHNOLOGIES CORPORATION","VICE PRESIDENT OF PRODUCT DEVELOPMENT",183400,BETHLEHEM,PA
"AUDIENZ, LLC","MARKETING CONSULTANT",86500,BELLEVUE,WA
"GRAPHEFFECT, INC.","DIRECTOR, CAMPAIGN MANAGEMENT",104000,"SANTA MONICA",CA
"DISCOVER HOME LOANS INC","PROJECT MANAGER, ONLINE MARKETING",78700,RIVERWOODS,IL
"MITCHELL INTERNATIONAL INC.","MARKETING MANAGER",79000,"SAN DIEGO",CA
"MICROSOFT CORPORATION","SENIOR PARTNER/CHANNEL MARKETING MANAGER-LYNC",129894,REDMOND,WA
"STARTAPP INC.","DIRECTOR OF KEY ACCOUNTS",180000,"NEW YORK",NY
"CREATIVE GROUP ACQUISITION COMPANY","VICE PRESIDENT, SOCIAL MEDIA",150000,"NEW YORK",NY
"VISA U.S.A. INC.","SENIOR BUSINESS LEADER, STRATEGY",135700,MIAMI,FL
"GOOGLE INC.","BUSINESS ANALYST",106500,"MOUNTAIN VIEW",TX
"ATTRACTIONS HAWAII","EASTBOUND MARKETING DIRECTOR",56000,WAIMANALO,HI
"EBAY INC.","MANAGER, INTERNET MARKETING",114161,REDMOND,WA
SYPARTNERS,"SENIOR STRATEGIST",120000,"NEW YORK",NY
"NC TRANSACTION, INC.","PRODUCT MANAGER",150000,"NEW YORK",NY
"CAVALRY INC","VICE PRESIDENT, PLANNING DIRECTOR",180000,CHICAGO,IL
"SEARS HOLDINGS MANAGEMENT CORPORATION","DIRECTOR, BUSINESS DEVELOPMENT, SEARS HOME SERVICE",175000,"HOFFMAN ESTATES",IL
"VALUEMOMENTUM, INC.","VICE PRESIDENT, BUSINESS DEVELOPMENT",170000,"SOUTH PLAINFIELD",NJ
"SAMSUNG TELECOMMUNICATIONS AMERICA, LLC","DIRECTOR OF PRODUCT MANAGEMENT",230000,BRIDGEWATER,NJ
"CLOUD VLAB, INC.","DIRECTOR, CORPORATE AND PRODUCT MARKETING",120000,CARLISLE,MA
"STINSON PARTNERS, INC.","ACCOUNT DIRECTOR SEARCH MARKETING",121098,STAMFORD,CT
"HEALTHSTAR ADVERTISING INC.","SVP, MANAGEMENT SUPERVISOR",155000,"NEW YORK",NY
"CAESARS ENTERTAINMENT OPERATING COMPANY, INC.","MANAGER, DECISION SUPPORT POD",100000,"LAS VEGAS",NV
"UBS BANK USA SERVICES LLC","ASSOCIATE DIRECTOR, PRODUCT SPECIALIST / WEALTH MA",81200,WEEHAWKEN,NJ
"WHITNEY INTERNATIONAL UNIVERSITY SYSTEM, LTD.","SENIOR VICE PRESIDENT-MARKETING",175000,DALLAS,TX
"CALAMP CORPORATION","DIRECTOR OF SALES AND MARKETING",131456,"MERCER ISLAND",WA
"US CHINA TRADING CORPORATION","BUSINESS DEVELOPMENT COORDINATOR",67500,WILLOWBROOK,IL
"BROADLOOK TECHNOLOGIES, INC.","BUSINESS DEVELOPMENT MANAGER",70000,PEWAUKEE,WI
"MITCHELL INTERNATIONAL INC.","PRODUCT MANAGER 3",96318,"SAN DIEGO",CA
"THE BOSTON CONSULTING GROUP, INC.","PROJECT LEADER/PRINCIPAL-PRICING",165000,ATLANTA,GA
"EPCOS INC.","MARKETING MANAGER IT & PMU MODULES",125000,PLANO,TX
"TOP PRODUCERS REALTY, INC.","MARKETING AND SALES MANAGER",91200,NAPLES,FL
"GEORGIA-PACIFIC LLC","DIRECTOR - STRATEGY AND BUSINESS DEVELOPMENT",155000,ATLANTA,GA
"CELANESE CORPORATION",MANAGER,147995,IRVING,TX
"MICROSOFT CORPORATION","MARKETING MANAGER",112000,REDMOND,WA
"HCL AMERICA, INC.","SALES ENGINEERS - II",86445,"OAKBROOK TERRACE",IL
"OSRAM SYLVANIA INC.","PRODUCT MARKETING MANAGER",85550.42,DANVERS,MA
"MARC JACOBS INTERNATIONAL, LLC","PROJECT MANAGER - STRATEGY",115000,"NEW YORK",NY
"JUBILANT LIFE SCIENCES USA, INC.","MARKETING MANAGER",96957,BEDMINISTER,NJ
"SIEMENS HEALTHCARE DIAGNOSTICS INC.","GLOBAL MARKETING MANAGER",130000,NORWOOD,MA
"W. R. GRACE & CO.","GLOBAL MARKETING MANAGER",144000,CAMBRIDGE,MA
"MICROSOFT CORPORATION","PRODUCT MARKETING MANAGER",112000,REDMOND,WA
"OLDCASTLE INC.","MARKETING DIRECTOR",100000,ATLANTA,GA
"PROBATA CORPORATION","DISTRIBUTION AND MARKETING MANAGER",40477,EDMOND,OK
"VISA U.S.A. INC.","MARKETING MANAGER",118736,"FOSTER CITY",CA
"MPHASIS LIMITED","BUSINESS DEVELOPMENT MANAGER",101130,"NEW YORK",NY
"BAYER HEALTHCARE PHARMACEUTICALS, INC.","MANAGER OF LAUNCH READINESS",140000,"PINE BROOK",NY
"DIGITAS, LLC","VICE PRESIDENT/DIRECTOR OF STRATEGY AND ANALYSIS",125000,"NEW YORK",NY
"PROGRESSIVE CASUALTY INSURANCE COMPANY","PRODUCT MANAGER",147000,"MAYFIELD VILLAGE",OH
"CHYRON CORPORATION","PRODUCT MANAGER",131885,MELVILLE,NY
"SAMSUNG TELECOMMUNICATIONS AMERICA, LLC","SENIOR PRICING MANAGER",152000,RICHARDSON,TX
"ARIS HORTICULTURE, INC.","MARKETING MANAGER",135000,LANCASTER,PA
"MICROSOFT CORPORATION","AUDIENCE MARKETING MANAGER",90000,"DOWNERS GROVE",IL
"SYMPHONYIRI GROUP, INC.","CONSULTANT, ANALYTICS",123178,EDISON,NJ
"DISH NETWORK LLC","MARKETING MANAGER,  SOUTH ASIAN MARKET",81827,ENGLEWOOD,CO
"CENTRIS GROUP LLC","PRODUCT MANAGER",90000,"ROCKVILLE CENTER",NY
"GOLD CIRCUIT ELECTRONICS GLOBAL SALES AND SERVICE,","GLOBAL ACCOUNT MANAGER",107370,"SANTA CLARA",CA
"SHORETEL, INC.","DIRECT MARKETING MANAGER",110000,SUNNYVALE,CA
"SNAP, INC.","BUSINESS DEVELOPMENT MANAGER",120000,CHANTILLY,VA
"CHINASOFT INTERNATIONAL INC.","BUSINESS DEVELOPMENT MANAGER",110000,REDMOND,WA
"BECTON, DICKINSON AND COMPANY","SENIOR MANAGER OF STRATEGIC INNOVATION",167586,"FRANKLIN LAKES",NJ
"NEW ENGLAND CONTROLS, INC.","ASSET OPTIMIZATION PRODUCT LEADER",95000,BANGOR,ME
"SANOFI-AVENTIS US INC.","SENIOR MANAGER, MARKET RESEARCH",133167,BRIDGEWATER,NJ
"JUBILANT LIFE SCIENCES USA INC.","MARKETING MANAGER- API & DOSAGE FORMS",96957,BEDMINSTER,NJ
"EXPERTICITY INC.","MARKETING MANAGER / SENIOR PRODUCT MANAGER",144000,"SALT LAKE CITY",UT
"EXPEDIA, INC.","MARKETING MANAGER - OPS & STRATEGY",92357,BELLEVUE,WA
"COX COMMUNICATIONS-ARIZONA","SR. MANAGER, CAMPAIGN MANAGEMENT",115000,PHOENIX,AZ
"TRAVEL MARKETING SERVICES, INC.","MARKETING MANAGER (SOUTHEAST ASIA)",74714,KATY,TX
"MICROSOFT CORPORATION","PRODUCT MARKETING MANAGER",112000,REDMOND,WA
"NETAPP, INC.","PRODUCT MANAGER",107000,SUNNYVALE,CA
"CARGILL, INCORPORATED","PRODUCT MANAGER",86000,WICHITA,KS
"CARGILL, INCORPORATED","PRODUCT MANAGER",86000,WICHITA,KS
"TRION WORLDS, INC.","DIRECTOR OF BUSINESS DEVELOPMENT",135574,"REDWOOD  CITY",CA
"OMNIVISION TECHNOLOGIES, INC.","PRODUCT MARKETING MANAGER",130000,"SANTA CLARA",CA
"TOURICO HOLIDAYS, INC.","MARKETING COORDINATOR OF ASIA",72000,"ALTAMONTE SPRINGS",FL
"ICROSSING INC.","DIRECTOR, SEARCH MEDIA",134368,"NEW YORK",NY
"POST FOODS, LLC","DIRECTOR OF MARKETING, ATTUNE",125000,"SAN FRANCISCO",CA
"HUGHES TELEMATICS, INC.","SENIOR CONSULTANT-PRODUCT MANAGEMENT/DEVELOPMENT",85000,ATLANTA,GA
"SOLUTIONS 2 GO, LLC","DIRECTOR, E-COMMERCE",115000,"SANTA ANA",CA
"AMAZON CORPORATE LLC","SENIOR MARKETING MANAGER",115000,SEATTLE,WA
"WESTFIELD, LLC","MARKETING DIRECTOR",80000,"CANOGA PARK",CA
"GROUPON, INC.","DIVISIONAL MANAGER, GROUPON GOODS",109000,SEATTLE,WA
"THE POKEMON COMPANY INTERNATIONAL, INC.","MANAGER, INTERNATIONAL BUSINESS",120000,BELLEVUE,WA
"JUN CERAMIC","MARKETING COORDINATOR",96000,CHATSWORTH,CA
"ABBVIE INC","DIVISIONAL VICE PRESIDENT, CORPORATE STRATEGIC PLA",210000,"NORTH CHICAGO",IL
"MICROSOFT CORPORATION","PRODUCT MARKETING MANAGER",112000,BELLEVUE,WA
"EMPIRIX INC.","PRODUCT MANAGER, HOSTING, MANAGED AND CONSULTING S",140070,BEDFORD,MA
"DENDREON CORPORATION","PRODUCT MARKETING MANAGER",145000,BRIDGEWATER,NJ
"CBS INTERACTIVE, INC.","PRODUCT MANAGEMENT DIRECTOR",167586,"NEW YORK",NY
"M-I LLC AKA M-I SWACO","BUSINESS DEVELOPMENT MANAGER",143004,HOUSTON,TX
"BARCO, INC.","PRODUCT MANAGER, NEW CINEMA TECHNOLOGIES",85000,"RANCHO CARDOVO",CA
"INSPIRIT CLOUD NORTH AMERICA INC.","VICE PRESIDENT - CORPORATE DEVELOPMENT",126963,SUNNYVALE,CA
"PARKER HANNIFIN CORPORATION","DIVISION STRATEGIC PRICING MANAGER",85500,STAFFORD,TX
"ACCORD HEALTHCARE INC.","GENERAL MANAGER, BUSINESS DEVELOPMENT",105000,DURHAM,NC
"SAMSUNG INFORMATION SYSTEMS AMERICA, INC.","SENIOR MANAGER",130000,RICHARDSON,TX
"PRINTER'S DIRECT, LLC","MARKETING AND SALES MANAGER",71000,ATLANTA,GA
"NATIONAL OILWELL VARCO, L.P.","BUSINESS DEVELOPMENT MANAGER",130000,HOUSTON,TX
